servei,id,nom,lat,lon,bicis,espais,canvi_rapid
Bicing,614fa4d6943058d43722dc81a0564c6c,"C/REPÚBLICA DOMINICANA, 25 (CENTRO COMERCIAL)",41.439929,2.1970692,12,17,12
Bicing,61d81b4360844568211617c073999473,"C/ MALLORCA, 194 (xamfrà)",41.38997,2.15772,2,21,2
Bicing,627e166d8b3316534a9b51f10ee3d3ff,"C/ IRLANDA, 34",41.4315,2.18579,10,3,3
Bicing,62fb13f795141f7e52d9a318ec66fe08,"C/ PAVIA, 3",41.3734706,2.1332694,9,15,9
Bicing,6483b6ba840a05a814874d0e94cd241f,"AV. ESTADI, 38",41.3663147,2.1522059,16,3,3
Bicing,649a6bce881584f2182784d49e47284e,"C/ CASP, 67",41.3937234,2.1764275,15,14,14
Bicing,649da7e42e026afec2f1bae50f912cd1,"PASSATGE DE SENILLOSA, 3-5",41.3954723,2.1250451,1,25,1
Bicing,6522571fe7fa2aaecb16c6049b211ec2,"C/ MÚRCIA, 64",41.4166982,2.1909952,9,14,9
Bicing,6597296b8aba550c3c36e8fba2e2a563,"C/ SANT RAMON NONAT,  26",41.3770199,2.1169828,4,12,4
Bicing,65eae831e3dbb2bfc1bcb13da8ce3fd9,"C/ INDÚSTRIA, 329",41.4172922,2.1844769,5,27,5
Bicing,6627cf97075521a6295e0364ae4d4e7f,"C/ MALATS, 98-100",41.4366708,2.186105,3,12,3
Bicing,6664971e93f901e063d983180e293d3d,"C/ FLORIDABLANCA, 145",41.3819459,2.1629146,5,21,5
Bicing,66c267ba8e1f56ad341dd17f54c369f9,"C/ PEDRELL, 52",41.4246548,2.166289,6,18,6
Bicing,670661fba74c24adc1778757b3388588,"C/ CAVALLERS, 67",41.3934324,2.115107,6,20,6
Bicing,6771869a4e86404f73b349215b92369d,"PL. SANT MIQUEL, 4",41.381708,2.177292,19,5,5
Bicing,67d773ed6f6c11ef95f08828e0043e17,"C/ LONDRES,  53",41.3912605,2.1476308,19,3,3
Bicing,6862769769ff575bde387fa0dfe64d91,"C/ GRANOLLERS, 1",41.4283127,2.1629889,4,18,4
Bicing,689309692643da94970d523bb63d78fe,"C/ ARAGÓ, 288",41.39352,2.166797,3,21,3
Bicing,693793a79f93ebddb37e1610e5e0f952,"PG. TORRAS I BAGES, 29",41.4378773,2.1910691,12,6,6
Bicing,6a26ea12319de8832d6b1e98912f725a,"C/ MAS CASANOVAS, 137",41.4158995,2.1745567,0,22,0
Bicing,6ab48a3f17b678b7a14b5e1ec31d716c,"PG. DE GRÀCIA, 61",41.393062,2.1633226,1,29,1
Bicing,6b3e985a3214ab5d1e0732c5a00537e8,"RAMBLA DE GUIPÚSCOA, 43/FLUVIA",41.4158412,2.1959771,16,23,16
Bicing,6b8811ce09e41525e28e55e4c32d6842,"C/ QUATRE CAMINS, 46",41.410472,2.131204,0,28,0
Bicing,6bbc3329c88fa6e540166c5298c00686,WORLD TRADE CENTER,41.3720293,2.1804468,13,29,13
Bicing,6c594ebea1fb649cf3139aacd6e08031,"C/ COMTE D'URGELL, 43",41.3812504,2.1594741,10,22,10
Bicing,6c8a27a1642eddd5ccf4dfb99a120140,"C/ ROSSELLÓ, 261",41.3954094,2.1599427,1,24,1
Bicing,6dd5a991ff777d35b32920e749a47112,"C/ SELVA DE MAR, 230",41.417694,2.1976864,6,20,6
Bicing,71f8b22073c7a1dcaa58c7c0f2c28bba,"C/ PARE MARIANA, 24",41.4306689,2.1456449,2,24,2
Bicing,7231524b4cb51d780d762ce7c5440ca2,"RBLA. BADAL, 73 | C/ CONSTITUCIÓ",41.3685394,2.1328403,5,11,5
Bicing,73006d172c99dc41ac2bfc7782bec7b7,"PG. MARÍTIM DE LA BARCELONETA,6",41.3795862,2.1925198,18,8,8
Bicing,731238b3f7db22b5ac80282218d431f2,"C/ FELIPE II, 112",41.4219291,2.1849107,13,17,13
Bicing,733c4b7dc13adf43eda617825b978026,"AV. DIAGONAL, 634",41.3908477,2.136579,3,21,3
Bicing,7430c4b147d738a9d824c337da6c9071,"PG. VALL D'HEBRÓN, 80",41.419965,2.1401823,0,17,0
Bicing,75dce6b1bc1c7913937f6e50091a9252,"C/ MARIE CURIE, 8-14",41.4366871,2.1693134,5,22,5
Bicing,762363dddf5baf047e2a56deba1b37ca,"C/ JOSEP ESTIVILL, 32",41.4175595,2.1877153,10,12,10
Bicing,768a668cd88b3ad269f7f0a5bb272f10,"TRAVESSERA DE GRÀCIA, 328",41.4082107,2.1689962,12,10,10
Bicing,773b659249bfb4bea3ea7592e540bc1e,"C/ CONCEPCIÓ ARENAL, 281",41.4325013,2.1842021,7,20,7
Bicing,7794c97066f54421f2e6b5a4d3e93d86,"C/ RIERA D'HORTA, 2",41.427591,2.183966,8,26,8
Bicing,77b22a595457491b4f573c1b393bf716,"C/ MANILA, 53",41.39007496439785,2.1264963889549193,4,20,4
Bicing,77e6513f3a43c3054c71144be4132e59,"C/ BILBAO, 174",41.4090202,2.1954152,15,13,13
Bicing,790df2a3ab9214fa167cefd9b4933ec2,"C/ CAMPO FLORIDO, 66",41.4216738,2.1799878,6,11,6
Bicing,7a85b16030c1e8ba38e176f471deb552,"VIA DE BÀRCINO, 54",41.45137,2.1922985,1,19,1
Bicing,7be8b5ea66e4126db598f2c674953f92,"C/ ROSA SENSAT, 12",41.3906051,2.1972309,4,16,4
Bicing,7bfc210262d212fae21b9bd6e5134d40,"AV. DOCTOR MARAÑON, 25 |PAU GARGALLO",41.383585,2.112186,0,28,0
Bicing,7c21a5ffcb9e694f3a6cae488cfcade5,"RAMBLA DE PRIM, 19",41.4116634,2.2183313,8,23,8
Bicing,7d5ed93b63811f1aacd75f5ecb137eae,"C/ LLEIDA, 40",41.3717304,2.1554047,22,3,3
Bicing,7e0f36c8984aef9eefa972cece14ab6d,"C/ DE CAN SEGALAR, 4",41.38794133109378,2.13059591593856,5,27,5
Bicing,7f6345da889f235b5dcb5f42e48b2be9,"C/ DOS DE MAIG, 230-232",41.4071692,2.1820722,9,5,5
Bicing,828aabafef632a022098fb26044bcf63,"C/ VALLESPIR, 194",41.3847113,2.1334379,8,18,8
Bicing,8344100c041dd422a4efaf2be6961e27,"AV. MARQUÉS DE L'ARGENTERA,13",41.384546,2.184922,18,2,2
Bicing,837a89e6f83e86ee9812f66f36bea49a,"C/ ENTENÇA, 137",41.381951,2.147474,16,19,16
Bicing,837b1735c1425961256c0028bc839c0e,"C/ PALÈNCIA, 31",41.4182129,2.1904005,13,13,13
Bicing,83c1b708f8fff858d20f137f1153fb0c,"RONDA SANT PAU, 79",41.3783467,2.1633139,4,20,4
Bicing,845cbafdf23257211a95c9e4011cd13c,"C/ RAMON TURRÓ, 182 (xamfrà)",41.39816,2.20085,9,14,9
Bicing,84a14ee591bad0c01cf695bfeb743c9b,"C/ AMILCAR, 78",41.4260751,2.1722534,3,22,3
Bicing,85754ee6b3be59b9e61376c7d72cd0eb,"C/ MAIGNON, 31-41",41.4095926,2.1524953,2,28,2
Bicing,85dc8b5af64cd8170cb4d2b437339c75,"C/ ENRIC  GRANADOS, 35",41.389668,2.1599078,2,19,2
Bicing,86511c8ca4c89cfbdf783e69ab9e27fe,"C/ CASTILLEJOS, 184",41.4021805,2.1829894,8,19,8
Bicing,86e626699f549ebeb2ca9b69042b5d92,"AV. RIO DE JANEIRO, 118",41.442489,2.185727,3,23,3
Bicing,871cd416cf79c532d0ecce37f1da4edf,"C/ VILAMARÍ, 2",41.3755016,2.154004,11,12,11
Bicing,8919e2b707ebb21481074247d81c0d1e,"C/ CARDENER, 59",41.4105956,2.1579897,3,18,3
Bicing,894e06803b8bc58d13d8ba7467e99ea4,"C/ CASTELLNOU, 65",41.3970497,2.1279409,9,20,9
Bicing,89d251d517c3cf0c0435af9d4daa1058,"C/ FERNANDO PESSOA, 72",41.4457195,2.1929816,2,22,2
Bicing,8a492ba2a0211053e59cea67ea07cc35,"AV. JORDÀ, 18",41.426778,2.138417,8,20,8
Bicing,8b869bec6b09fe353385927f2e6d9836,"C/ RIBES, 77",41.4001015,2.1841711,11,14,11
Bicing,8c05047d2874b070f431349c37ee8710,"C/ JOAN GÜELL, 50",41.3786364,2.1335494,0,17,0
Bicing,8ca64c5a6a216cb4628c6f4e7aff13bd,"C/ CARME KARR, 12-14",41.3986238,2.1204941,3,20,3
Bicing,8d1c2df3992c59d06f07e74fa708741a,"LA RAMBLA, 101",41.3826647,2.1717083,24,2,2
Bicing,8d86e740799da8e5ffd2ac729a5ca92b,"C/ ARTESA DE SEGRE, 2",41.402988,2.1344691,1,24,1
Bicing,8df93fef7528967cb82fb90fea6bd0bf,"PL. CATALUNYA, 22",41.3860607,2.1702467,7,23,7
Bicing,8ef09cbbb3189b2e1ba19a524da96b40,"C/ PROVENÇA, 310",41.3959653,2.1635462,2,25,2
Bicing,8f6b673cb8b0b202a6562c9e43efd166,"C/RADI,10/GRAN VIA DE LES CORTS CATALANES",41.363279,2.1341586,6,21,6
Bicing,8fd6db8cb80654809347bed85879b49b,"C/ ALTS FORNS, 77",41.3595484,2.1417765,10,22,10
Bicing,8fdb03b50ec6c7d2a4fd6522f041aac6,"C/ ESCULTOR LLIMONA, 7",41.4276076,2.1697582,5,25,5
Bicing,90990cfd1aaa063c3bd318aae5f8b122,"PORTAL DE SANTA MADRONA, 2-4",41.3770715,2.1758261,18,6,6
Bicing,90e711b0858b61446652be14b4d549a3,"AV. DIAGONAL, 26",41.4110822,2.2163136,14,19,14
Bicing,91525059f7ae47e45781c73cc755025b,"C/ JUDEA, 1",41.425060890738386,2.141171691304411,9,21,9
Bicing,915acbb5e9967f7f8d19535097e2abd2,"AV. ICÀRIA, 202",41.3942108,2.2008756,3,15,3
Bicing,916b4d2c589fad262929399f082c7571,"GRAN  VIA DE LES CORTS CATALANES, 375-385",41.3757914,2.1499102,35,6,6
Bicing,918db7ce6d9b9be72f94aa1d34f7e56b,"C/ BRUC, 103 (xamfrà)",41.395821,2.16728,1,20,1
Bicing,9197b4871b9c31693dd4f6f37b716a57,"PG. LLUIS COMPANYS, 18  (ARC TRIOMF)",41.3914292,2.1805685,24,13,13
Bicing,91ddcd365904e8718a7bd99779794ae4,"PG. SANTA COLOMA, 105",41.4479402,2.1976757,12,23,12
Bicing,91ef690acc5603e3e61a905392e0cf04,"C/ PORTUGAL, 3",41.4258248,2.191206,11,13,11
Bicing,9236b6b2cd0af13747bef6610bc2815c,"RAMBLA DE PRIM, 256",41.4256626,2.2008632,4,22,4
Bicing,92380b259f2c26fcde401f6f1a369fd3,"C/ MALATS, 28-30",41.4361251,2.1894423,26,3,3
Bicing,923a0f0ea1a7c446bee69356e220743e,"AV. JOSEP VICENÇ FOIX, 52",41.3948771,2.1205394,7,16,7
Bicing,9243da16a0b663887ae0d67e6f52092e,"C/ DEL DR. AIGUADER, 72 / PG. SALVAT PAPASSEIT",41.3838369,2.1914756,16,17,16
Bicing,92f3c47fc8b2520293d84e3b509b6fda,PL.VALENTÍ ALMIRALL,41.4084796,2.192042,9,18,9
Bicing,935058af9c6e404d8b6e4558ebe7678e,"C/ TUSET, 19",41.3960982,2.1513154,2,14,2
Bicing,938d6e80af6873d5f085786edde6603c,PG. DE COLOM (LES RAMBLES),41.37652,2.17881,22,7,7
Bicing,94e5f738c07f13504a420241312a9018,"C/ DE SANT PAU, 119/ RONDA SANT PAU",41.3754047,2.1680021,13,9,9
Bicing,951bf060982350664a34d1316b496f4b,"C/ DE MALADETA, 1",41.4315843,2.1769107,7,9,7
Bicing,95caf46aca1e3505945e857b05f84f40,"C/ FULTON, 1",41.4297231,2.1617032,8,7,7
Bicing,95f8c85a04b96afefd04d96f2811dab9,"C/ SARDENYA, 402",41.4072349,2.1684799,3,21,3
Bicing,9688a50feda32c00f9d0929cec47acce,"C/ ESPRONCEDA, 298",41.4158807,2.1908473,14,11,11
Bicing,96f5f6ef281da60b166a50fc03189e7d,"AV. DIAGONAL,  612",41.392567,2.1422174,3,19,3
Bicing,97a2d55faca5f8980ed77f15bed3427a,"C/ SANT ADRIÀ, 88",41.4354601,2.2001569,5,15,5
Bicing,97aa364f0eee0d6a736b47c987418b9b,"CARRER DEL CINCA, 7",41.4356895,2.1920873,9,12,9
Bicing,9822bbdbb55cf9802b6d8e92d62bbb66,"C/GAVÀ, 81",41.3703717,2.1389439,6,11,6
Bicing,986b6d406122255e35f3612c23453986,"GRAN VIA DE LES CORTS CATALANES,  1062",41.4139298,2.2017955,17,14,14
Bicing,98736433716085131ebffd1f17aa648a,"C/ JORDI GIRONA, 29",41.3881175,2.1154135,4,38,4
Bicing,98bc9f8de8c6d27b02a754f6b0ac4d5b,"C/ FÍGOLS, 1",41.3812979,2.1289917,0,24,0
Bicing,9a40a01fc442d4f03d0c825280e7f70e,"C / PROVENÇA, 241",41.3938861,2.1601641,1,17,1
Bicing,9a7b57a18c273d1722a143bdefa072ce,"C/ SANT HERMENEGILD, 30",41.4031529,2.1445843,10,13,10
Bicing,9c003bbd85b2e441cd85d2fe1142f1b9,"C/ DE L'ENERGIA, 2 / ALTS FORNS",41.3573288,2.1371996,14,16,14
Bicing,9c2e3e53b02eb550cda4f0dd07d10828,"C/ MÉNDEZ NÚÑEZ, 16",41.3900544,2.1775594,19,4,4
Bicing,9c3778f6373e6a82078f3609beeb4479,"GRAN VIA DE LES CORTS CATALANES, 592",41.3863747,2.1646697,12,19,12
Bicing,9c69271613b865adfc7f4580e4704285,"CARRER DE LA MARINA,25-33",41.388507,2.195073,11,30,11
Bicing,9db9646e880ada6e547ad2303c1fd1cb,"C/ RAMON TURRÓ, 292",41.4038559,2.2084257,11,15,11
Bicing,9e1e3820d23bb0473c83c1de8ea766c8,"PG. MARITIM, 11 (DAVANT PL. BRUGADA)",41.382398,2.194294,3,29,3
Bicing,9ee110ea13f89c4d80d6b4e3d51dd546,"C/ MARQUÈS DE SENTMENAT, 46",41.384972,2.1376205,12,12,12
Bicing,9f553fbe4fc07dbcd82074e9f9296eca,"C/ CÒRSEGA, 612 (xamfrà)",41.40931890060914,2.176576916100159,8,16,8
Bicing,9f58f56f42bcc8b3511501b15d528efd,"C/ LLULL, 465",41.4132316,2.2177652,9,24,9
Bicing,9ff381c81fcba5b01d6aea02a1aec512,"C/ VALÈNCIA, 237",41.39187,2.16202,1,23,1
Bicing,a0487dd8415803f990a1e0577f53e2b4,"C/ TURÓ BLAU, 1-3",41.4388223,2.1767828,5,17,5
Bicing,a08c92d249cec30792553ab20536cf99,"AV. RIO DE JANEIRO, 3",41.43068,2.1821802,17,13,13
Bicing,a0dfe4536c9e3cfdf5191d05ba4cc286,"C/ DE SANT PAU, 89 - 97",41.3768806,2.1698206,11,3,3
Bicing,a13269f74bcc2a4674f65cb7b379bfe9,"C/ PUJADES, 103",41.3983902,2.1960799,5,27,5
Bicing,a1bbf788354fc35aabae59730f4aaf01,PL. DEL MAR,41.3748001,2.1889045,2,12,2
Bicing,a1c53aa90947b3c997765873a3a51014,"C/ CIUTAT D'ASUNCIÓN, 73 / POTOSÍ",41.4431441,2.1996045,6,21,6
Bicing,a22b6a5949162d4d2c297b519114fb63,"C/ MANDONI, 6",41.3693483,2.1426008,2,17,2
Bicing,a2ad3c3ea5fb48794a4f05547bf45a87,PL. ICTÍNEO,41.3776292,2.1836886,24,3,3
Bicing,a2def8067990102a96bb4f4c5604454c,"C/ ROMÁN MACAYA, 8",41.413465832688104,2.135204786473457,1,22,1
Bicing,a38652efcd560833b66a90c618ec85c7,"C/ GANDUXER, 29",41.3939378,2.1380304,3,16,3
Bicing,a477a9cb5e302f3a206d7e45d1976dab,"C/ CRISTOBAL DE MOURA, 84",41.410712,2.2061691,10,17,10
Bicing,a4bdbf8a69212e193293a89e63e93e8b,"C/ FRANÇA XICA, 4",41.3721749,2.1602153,3,12,3
Bicing,a4d7432e72c9001d3af12d71335a63a4,"PG. FABRA I PUIG, 344",41.430623,2.1671068,0,17,0
Bicing,a50fd20008b0c81a3e0ab25381288320,"C/ FRA JUNÍPER SERRA, 53 | C/ SANTANDER",41.43214923762376,2.205489604463229,7,20,7
Bicing,a512a25dc72978e08e197d1f2f20ae5b,"C/ PORTO, 35 | AV. ESTATUT DE CATALUNYA",41.4306102,2.1564551,7,20,7
Bicing,a6233a1762046603bd37d35b0821adbc,"C/ DURAN I BAS, 2",41.3854094,2.1740155,23,0,0
Bicing,a681c273559134ba958488832d05377c,"C/ AGUSTÍ DURAN I SANPERE, 10",41.381635534627016,2.1677294668647606,22,17,17
Bicing,a6d71c2346845ecd60f36a4917082f57,"C/ TUCUMÁN, 21",41.4457962,2.2010422,8,15,8
Bicing,a6fed1c13ea51aa2e2fe9d5631f765f0,"PG. DE GARCIA FÀRIA, 21/ESPRONCEDA",41.400654,2.210191,23,1,1
Bicing,a7a1407fe9858d2c96db2858a2f92c91,"C/ VALLMAJOR, 13",41.3981616,2.1386719,4,23,4
Bicing,a8d71767532b6d52e8e53bee77f19cdb,"C/ NÀPOLS, 183",41.3981669,2.1754896,2,20,2
Bicing,aa3c9dc88d9b7e74bdd960c5d2a42055,"C/ DEL GUINARDÓ, 32-38",41.4156285,2.1817876,14,10,10
Bicing,aa57523a41ed37cd0eca001803241c37,WORLD  TRADE CENTER,41.3718728,2.180302,20,22,20
Bicing,aad7ee497c1bd869026313bbb67e1caf,"PG. FONT D´EN- FARGAS, 1",41.4275514,2.1659881,3,23,3
Bicing,ab5aed96eeda51ba68ab88cfeb6d6201,"C/ MASSENS, 76",41.4092333,2.1557747,0,26,0
Bicing,abe41b077f52ff6dcd89fe331d42cc6c,"C/ BRUC, 45",41.3924661,2.1717397,7,17,7
Bicing,ac4a41e000abdda3d9494e46846b8a13,"AV. JOSEP VICENÇ FOIX, 63",41.3977227,2.1194557,4,31,4
Bicing,aca83ec4f285c718592e930810c0679e,"AV. JOAN XXIII, 17",41.383467,2.122175,1,18,1
Bicing,ad095f2d769ae6eb8ce76db4bde21a0c,"C/ ONZE DE SETEMBRE, 37-39",41.4298614,2.1922011,10,14,10
Bicing,add304609643d6d30a5c15cd5432fea4,"RAMBLA DEL BRASIL, 44",41.3783067,2.1297303,0,22,0
Bicing,af8224f573182b287a9e33413c6a3f14,"C/ INDEPENDÈNCIA, 379",41.4118378,2.1778852,7,15,7
Bicing,af8ed8f730d69306e8971ff13d1080ce,"C/ GAVÀ, 1",41.3723682,2.1419494,9,19,9
Bicing,afa694b030bf59152b1649bde5a8870c,"TRAVESSERA DE GRÀCIA, 368",41.4098842,2.1715285,14,10,10
Bicing,b121b1383d4269226f7d5bb7be520c19,"C/ MIREIA, 28",41.4513863,2.1894717,0,11,0
Bicing,b14fe56c969981b87e380a303ce48826,LA BARCELONETA (CN BARCELONETA),41.3736911,2.188928,10,20,10
Bicing,b1dadc34eb4621be3322c4989aadbce6,MOLL ORIENTAL,41.3694508,2.1879597,12,24,12
Bicing,b2165ce2ff7a16ce71a4e9b62697fcff,"VIA FAVÈNCIA, 47",41.4418604,2.1664224,3,21,3
Bicing,b38b4aff722d92c76825f9b80d63a825,"C/ GRAN DE GRÀCIA, 37",41.3989151,2.1564253,12,10,10
Bicing,b531533edea1cbb1febcacfa1b2de898,"C/ SELVA DE MAR, 46",41.4091355,2.2088179,5,22,5
Bicing,b543814d13e0580dc044f98f50c910bb,"C/ PALAMÓS, 33",41.446923,2.184857,3,25,3
Bicing,b5c71ae466be2730a78d671a1ddd6ace,"C/ LLULL, 309",41.4065291,2.2091221,12,13,12
Bicing,b5f806177c4eda18fc9ff5a52fd409b1,"C/ AGUSTÍ DURAN I SANPERE, 1",41.381381539774694,2.16807754829512,7,13,7
Bicing,b6047e107523ffec8ad208d60a863d1a,"C/ PEDROSA, 24",41.4490679,2.1833801,1,23,1
Bicing,b68161aaef7bae4f079fb4ea4e37291f,"AV. DIAGONAL, 630",41.3915195,2.1390667,0,33,0
Bicing,b745f8d58596de1ac5969e7b77a5c84c,"RAMBLA DEL BRASIL, 5",41.3759419,2.1299539,6,18,6
Bicing,b7592cd6043ae21ee3e41b2fa96d9a33,"C/ DEL CANÓ, 1",41.4013296,2.1574439,11,6,6
Bicing,b81ccb25428d4ff0e25482cc54c4cfee,"C/ FLORIDABLANCA, 49",41.3776721,2.157233,11,6,6
Bicing,b82f5f0972231a1fb3779ee709285b28,C/ TARONGERS | AV. MIRAMAR (TELEFÈRIC),41.3683855,2.1645038,4,21,4
Bicing,b8842240a2cb97138d29fba49a6e857e,"C/ PROVENÇA, 595",41.4105848,2.1826833,10,8,8
Bicing,b9379ff2e8991e872a5640b5aae569d2,"PG. DE GARCIA FÀRIA, 37/JOSEP FERRATER",41.403216,2.2136,12,18,12
Bicing,b9758e38f9f3301f45795fb11196c0d9,"C/ MONTFAR, 1",41.37049,2.148729,13,9,9
Bicing,b9bf856e3de3ecb08c2d6004101edf10,"C/ RAMON ALBÓ, 1",41.4244527,2.1773157,8,17,8
Bicing,ba34ae0d78db56158e7af60a1ebf475d,"PG. VALLDAURA, 26",41.4374904,2.1565742,1,24,1
Bicing,ba4020a51a4b1ad5d38c730af551134d,"C/ RAMON TRIAS FARGAS, 23",41.3889972,2.1923283,11,24,11
Bicing,ba5dcb0eba1cb9534943421364599d7c,"C/ PROVENÇA, 215",41.3927771,2.1586273,2,23,2
Bicing,baac32fbb8447abb62b24476341a1999,"C/ GÒNGORA, 23",41.4432762,2.1746238,5,17,5
Bicing,bb7a5c1d82f51c2132e19e0156f635dd,"C/ RIERA BLANCA, 123",41.371459,2.127854,12,12,12
Bicing,bb869a063c3600e9955d6aff06f0fc46,"C/ CÒRSEGA, 578",41.4079467,2.1748603,4,23,4
Bicing,bbc36a18217c2a3dafed0c1cc9ab7f0b,"C/ VALLESPIR, 13",41.378118,2.1378667,7,13,7
Bicing,bc01d4e4933dde712fd91327c7dfc059,"C/ BALMES, 409",41.4074131,2.1381069,0,32,0
Bicing,bd53dacde784bdd4a6fbea912d0fff75,"C/CONSELL DE CENT, 6",41.3755503,2.1439036,7,17,7
Bicing,bd95af27910d965ae58b27109ca040cc,"C / GIRONA, 176",41.3999967,2.1644531,4,18,4
Bicing,be0e1c5c9b05385af1c4d7367b54e5bf,"LA RAMBLA, 56",41.380195,2.1744801,19,4,4
Bicing,be6b8196d1e1535db1e0ac8bd50d4739,"C/ BRUC, 102",41.3954041,2.1681961,2,17,2
Bicing,be92e88c502119cf00fa9043b784f279,"AV. SARRIÀ, 163",41.3922355,2.1309272,17,5,5
Bicing,bfe7a747985c502d0aabe4efe0847b8f,"C/ MÚRCIA, 1",41.4143392,2.1874539,10,7,7
Bicing,c01f943ce5c78c88afd7a57a94dae185,"VIA AUGUSTA, 68",41.4005123,2.1518158,0,31,0
Bicing,c03f3bcdbfaf01b9631236692d76a93b,"C/ DEL TORRENT DE LES FLORS, 102",41.4078456,2.1586704,12,3,3
Bicing,c0404e92e0f3547d112fb945e7cb4e0f,"C/ PUJADES, 311/ FLUVIÀ",41.4070139,2.2074469,10,17,10
Bicing,c0d5295a77f4cb6e6d6af21c38439874,"AV. LITORAL, 72",41.3961412,2.2078439,16,9,9
Bicing,c130134610be40499ad745cdd23a520d,"C/ SARDENYA, 326",41.4039698,2.1729061,1,25,1
Bicing,c1a0d40374fb01ca5395a5ec4449cac4,"C/ CARDENAL REIG, 11",41.37684,2.114029,1,23,1
Bicing,c1cdae8945633fe90d21ec0081cea328,"C/ JOAN MIRÓ, 2-12",41.3890253,2.1968267,11,20,11
Bicing,c1e818c978c673efb4fb8da5e7e51791,"PG. VALL D'HEBRÓN, 168",41.4280668,2.1443777,0,49,0
Bicing,c27f15ac8f4d6f7391030cb449b6f8a9,"C/ ÀVILA, 94",41.3984589,2.1937281,18,5,5
Bicing,c2cc6f14eff599dc8f98ad45ba99c6dd,"PG. MANUEL GIRONA, 7",41.39038,2.121,2,24,2
Bicing,c342ff6ddb36a6954879bb40e3af1d64,"C/ CARRERA, 1",41.37443423651376,2.174861304726794,20,7,7
Bicing,c41a52a203d08c919f6d198e30f629af,"C/ TEODOR LLORENTE, 1",41.419178,2.18018,3,25,3
Bicing,c4e81a9afb47f3d720c2d13b2b3e69b9,"C/ JANE ADDAMS, 26/ CRTA. DEL PRAT",41.3621232,2.1356187,8,23,8
Bicing,c51f2cc04dcb83a49bd57179df24f94b,PL. UNIVERSITAT /  ARIBAU,41.3856474,2.1634306,12,13,12
Bicing,c55705a98f23d2296c39a68af7876656,"GRAN VIA DE LES CORTS CATALANES, 179 (D)",41.3675574,2.1388216,7,40,7
Bicing,c5d5f7bd79f1d304efb37faa60ae1d64,"GRAN VIA DE LES CORTS CATALANES, 368",41.3743329,2.1479385,9,16,9
Bicing,c5eb25fe1445a3f02633fd958096305f,"C/ MONTMANY, 1",41.4035608,2.1609345,11,10,10
Bicing,c6edb376f8c2f0e7f2b70725c36402c9,"AV. MERIDIANA, 404",41.4304126,2.1834174,17,19,17
Bicing,c71b8a779106faf1ec1b01cadd98e45f,PG. DE LLUíS COMPANYS (ARC DE TRIOMF),41.391062,2.1801142,20,5,5
Bicing,c7a171a3d2dad350917e41a0b8e28e74,"C/ RIUS I TAULET, 4",41.3727426,2.1539198,12,15,12
Bicing,c99fff35b0450411d06dac8b89f74437,"PL. CATALUNYA, 10-11 (LA RAMBLA)",41.387493,2.1690686,14,7,7
Bicing,c9d0f804dc5a2213edae31e31cbbcbe3,"C/ ANTILLES, 8",41.4250835,2.1872818,23,1,1
Bicing,ca4e7de46ae2cece4a671ee1c6a62dfc,"C/ REINA VICTORIA, 31",41.3969455,2.136346,0,25,0
Bicing,ca75bf1278bcc8c569ebe033092a4627,"C/ CASTILLEJOS, 258",41.4064529,2.1785364,7,10,7
Bicing,cb6067d868f49af57bcb772cf547ac58,"C/ BOLÍVIA, 76",41.4030225,2.1913538,4,13,4
Bicing,cbd7a9e3c74db2af2926d83c711e13e7,"PG. PUJADES,  1 (JUTJATS)",41.388885,2.18329,16,10,10
Bicing,cbe83a0b2a3af4cd0a86cf4a0e2be928,"GRAN VIA DE LES CORTS CATALANES, 1041",41.4145805,2.2008139,3,18,3
Bicing,cc7badf0256ff4ad77bd11887ab205e1,"C/ CALÀBRIA, 112",41.38031805998654,2.1544371248113956,27,12,12
Bicing,cca384f10ed51ada861035bb4b17e71f,"C/ SANT PERE MÉS ALT, 4",41.3871079,2.1753364,16,0,0
Bicing,cd2e90920bcbabea6840fc65d766ac43,"AV. VALLCARCA, 11",41.4074444,2.1492066,0,10,0
Bicing,cd72ad4a9dbceb4c46d87353ce542df0,"C/ CALABRIA, 158",41.3821658,2.1520645,6,13,6
Bicing,ce794ac7bd8798e23eae41c3e13e8384,"C/ ENTENÇA, 70",41.3790954665734,2.1516210083711993,7,15,7
Bicing,cf23d88209be498ef58d4a397afecf46,"C/ SANT ADRIÀ, 113",41.4361782,2.2047037,11,12,11
Bicing,cf27f9447a9429924729959bc6171a49,"C/ JOAN GÜELL, 174",41.3839045,2.1312876,4,19,4
Bicing,cf4f9f6ade2aebdc251e2ff66732280f,"AV. LITORAL, 172",41.3919877,2.2037136,28,22,22
Bicing,cf5dad1971da0e28b4cbec40613054e2,"C/ MARTÍ I FRANQUÈS, 1",41.3847061,2.1170751,1,25,1
Bicing,cf6a2bb796218f8754da1c8d45f5cb30,"PG. MARITIM, 23 (HOSPITAL DEL MAR)",41.3833653,2.1946255,5,15,5
Bicing,cf7b7020945106c2d6334672818fd7c0,PL. VIRREI AMAT,41.4296439,2.174444,12,18,12
Bicing,cf9ded0d93ad2c4ced2273e7287aaf77,PLA DE PALAU,41.382418,2.183723,19,1,1
Bicing,d020d5be58569a2c2206196e603e7ef2,"C/ PALAUDÀRIES, 2",41.37449997033759,2.1730255457161096,12,11,11
Bicing,d03bca09c80e5a1eea3ea916922ef802,"C/ NÀPOLS, 82",41.3941557,2.1813305,21,6,6
